city,Temperature,Rainfall,WindSpeed,Flood_Risk
Delhi,37.3,0.0,12.2,0
Delhi,34.6,8.1,19.4,0
Delhi,30.1,83.1,20.8,1
Delhi,28.8,10.9,17.4,0
Delhi,32.4,0.0,13.1,0
Delhi,35.0,0.3,17.8,0
Delhi,35.5,0.0,11.8,0
Delhi,36.5,0.0,12.4,0
Delhi,37.2,0.0,14.0,0
Delhi,37.3,0.0,21.5,0
Delhi,38.2,0.3,19.6,0
Delhi,37.0,0.0,16.0,0
Delhi,37.2,0.0,15.9,0
Delhi,37.6,0.0,16.2,0
Delhi,35.1,0.0,18.1,0
Delhi,34.4,0.0,15.8,0
Delhi,37.7,0.0,12.5,0
Delhi,38.6,0.3,15.5,0
Delhi,37.1,0.0,11.7,0
Delhi,38.2,1.4,20.1,0
Delhi,38.2,0.0,23.1,0
Delhi,38.2,0.0,22.5,0
Delhi,37.7,0.1,20.3,0
Delhi,38.0,0.4,12.6,0
Delhi,34.7,2.9,19.2,0
Delhi,32.1,0.6,17.7,0
Delhi,32.3,15.0,17.2,0
Delhi,33.0,6.1,14.7,0
Delhi,33.3,0.6,11.0,0
Delhi,34.4,4.7,11.2,0
Delhi,37.0,1.0,8.2,0
Delhi,38.4,0.1,12.9,0
Delhi,36.9,1.2,10.7,0
Delhi,32.6,8.0,15.3,0
Delhi,33.9,10.4,9.9,0
Delhi,33.5,19.3,11.7,0
Delhi,32.2,31.7,14.8,0
Delhi,31.7,6.8,18.3,0
Delhi,33.0,9.7,18.0,0
Delhi,31.6,10.4,23.9,0
Delhi,29.7,8.9,13.4,0
Delhi,31.6,24.0,14.5,0
Delhi,30.7,23.4,14.0,0
Delhi,28.3,4.8,9.6,0
Delhi,26.4,44.0,6.9,0
Delhi,31.8,17.6,15.5,0
Delhi,29.9,0.9,27.4,0
Delhi,26.2,4.2,22.1,0
Delhi,29.0,0.5,15.6,0
Delhi,29.4,2.1,14.8,0
Delhi,30.6,1.8,19.2,0
Delhi,32.2,3.3,15.8,0
Delhi,31.0,0.6,8.5,0
Delhi,31.9,2.4,7.4,0
Delhi,33.3,0.2,9.0,0
Delhi,33.7,0.5,11.6,0
Delhi,32.7,0.1,12.3,0
Delhi,33.1,0.6,17.0,0
Delhi,33.2,0.0,17.6,0
Delhi,32.7,0.0,20.0,0
Delhi,34.1,0.0,17.1,0
Delhi,34.4,0.0,17.6,0
Delhi,34.8,0.0,15.7,0
Delhi,35.1,0.0,13.9,0
Delhi,36.4,0.0,16.5,0
Delhi,35.6,0.2,12.0,0
Delhi,28.9,12.3,16.6,0
Delhi,28.8,28.1,13.0,0
Delhi,31.3,4.1,16.1,0
Delhi,32.1,0.4,13.6,0
Delhi,32.3,0.9,8.6,0
Delhi,32.8,5.8,9.6,0
Delhi,31.8,6.4,13.8,0
Delhi,33.2,0.0,15.2,0
Delhi,32.6,2.2,13.1,0
Delhi,30.3,8.6,10.6,0
Delhi,31.4,4.1,8.1,0
Delhi,31.1,9.5,10.0,0
Delhi,31.1,2.0,14.1,0
Delhi,31.9,5.7,7.4,0
Delhi,32.5,0.3,8.5,0
Delhi,33.1,0.0,12.2,0
Delhi,32.1,3.1,10.6,0
Delhi,32.8,0.8,7.1,0
Delhi,31.6,6.2,11.3,0
Delhi,32.7,26.4,12.2,0
Delhi,32.8,8.0,18.9,0
Delhi,32.9,0.5,15.2,0
Delhi,32.8,0.0,13.2,0
Delhi,33.4,0.0,17.5,0
Delhi,33.1,0.1,11.2,0
Delhi,33.0,2.7,9.4,0
Delhi,32.4,0.2,11.6,0
Delhi,32.1,4.6,10.0,0
Delhi,33.8,1.4,9.0,0
Delhi,34.4,0.0,11.9,0
Delhi,33.7,0.9,12.4,0
Delhi,33.3,0.4,17.5,0
Delhi,33.2,0.0,15.8,0
Delhi,33.0,0.0,14.8,0
Delhi,33.7,0.0,18.2,0
Delhi,34.3,0.0,12.9,0
Delhi,33.6,0.0,8.8,0
Delhi,34.1,0.0,8.3,0
Delhi,36.3,0.0,10.5,0
Delhi,35.8,0.0,13.0,0
Delhi,33.1,0.0,12.3,0
Delhi,32.3,0.6,11.6,0
Delhi,32.2,0.0,10.9,0
Delhi,32.2,0.0,9.8,0
Delhi,33.1,0.0,10.0,0
Delhi,34.0,0.0,11.3,0
Delhi,34.9,0.3,8.3,0
Delhi,33.1,0.4,14.2,0
Delhi,33.2,0.0,7.8,0
Delhi,33.5,0.6,8.0,0
Delhi,33.7,0.0,9.2,0
Delhi,33.5,0.0,10.8,0
Delhi,33.8,0.0,9.3,0
Delhi,34.2,0.0,10.5,0
Delhi,35.0,0.0,13.8,0
Delhi,34.8,0.0,8.5,0
Delhi,34.1,0.0,8.0,0
Delhi,34.2,0.0,7.4,0
Delhi,34.9,0.0,8.9,0
Delhi,35.3,0.0,13.0,0
Delhi,35.7,0.0,12.3,0
Delhi,34.9,0.0,12.1,0
Delhi,34.2,0.5,11.1,0
Delhi,34.1,0.0,12.6,0
Delhi,34.1,0.0,16.6,0
Delhi,34.0,0.0,15.5,0
Delhi,33.8,0.0,19.3,0
Delhi,33.4,0.0,12.2,0
Delhi,33.0,0.0,9.0,0
Delhi,33.7,0.0,9.7,0
Delhi,34.0,0.0,9.4,0
Delhi,34.4,0.0,9.3,0
Delhi,34.1,0.0,11.6,0
Delhi,33.9,0.0,9.0,0
Delhi,33.3,0.0,9.5,0
Delhi,33.5,0.0,9.8,0
Delhi,32.6,0.0,7.2,0
Delhi,32.5,0.0,11.4,0
Delhi,31.6,0.0,9.8,0
Delhi,31.0,0.0,10.1,0
Delhi,31.0,0.0,9.0,0
Delhi,31.2,0.0,10.0,0
Delhi,30.7,0.0,9.3,0
Delhi,30.1,0.0,10.2,0
Delhi,29.4,0.0,9.5,0
Delhi,29.5,0.0,8.7,0
Delhi,29.9,0.0,9.4,0
Delhi,30.3,0.0,11.5,0
Delhi,30.7,0.0,10.3,0
Delhi,31.3,0.0,10.4,0
Delhi,31.6,0.0,10.0,0
Delhi,31.9,0.0,14.5,0
Delhi,30.4,0.0,21.1,0
Delhi,29.3,0.0,15.6,0
Delhi,29.1,0.0,14.3,0
Delhi,28.8,0.0,9.4,0
Delhi,29.2,0.0,10.6,0
Delhi,27.4,0.0,12.8,0
Delhi,26.7,0.0,10.1,0
Delhi,28.6,0.0,11.8,0
Delhi,28.6,0.0,10.4,0
Delhi,26.0,0.0,10.6,0
Delhi,27.3,0.0,10.8,0
Delhi,26.9,0.0,8.5,0
Delhi,26.5,0.0,9.7,0
Delhi,26.1,0.0,9.7,0
Delhi,26.9,0.0,14.0,0
Delhi,24.9,0.0,18.6,0
Delhi,24.5,0.0,10.5,0
Delhi,23.6,1.2,7.9,0
Delhi,23.6,0.0,12.5,0
Delhi,23.4,0.0,16.0,0
Delhi,22.8,0.0,19.2,0
Delhi,22.4,0.0,17.4,0
Delhi,22.2,0.0,14.2,0
Delhi,22.8,0.0,10.2,0
Delhi,24.4,0.0,18.4,0
Delhi,24.1,0.0,11.8,0
Delhi,24.2,0.0,10.8,0
Delhi,24.8,0.0,11.1,0
Delhi,26.0,0.0,11.1,0
Delhi,24.4,0.0,14.0,0
Delhi,22.3,0.0,9.7,0
Delhi,22.3,0.0,13.1,0
Delhi,22.4,0.0,14.1,0
Delhi,22.7,0.0,11.8,0
Delhi,24.0,0.0,13.2,0
Delhi,23.6,0.0,9.6,0
Delhi,25.0,0.0,9.2,0
Delhi,25.6,0.0,9.2,0
Delhi,25.0,0.0,17.1,0
Delhi,21.8,0.0,19.8,0
Delhi,22.2,0.0,14.8,0
Delhi,21.7,0.0,12.7,0
Delhi,20.8,0.0,11.2,0
Delhi,20.9,0.0,10.4,0
Delhi,21.5,0.0,10.9,0
Delhi,22.1,0.0,11.0,0
Delhi,21.0,0.0,9.4,0
Delhi,21.1,0.0,10.0,0
Delhi,21.4,0.0,10.9,0
Delhi,22.2,0.0,10.8,0
Delhi,20.4,0.0,10.0,0
Delhi,21.3,0.0,11.3,0
Delhi,16.8,3.9,10.0,0
Delhi,17.5,0.0,8.9,0
Delhi,18.1,0.0,14.4,0
Delhi,17.8,0.0,16.6,0
Delhi,17.8,0.0,16.4,0
Delhi,17.0,0.0,7.8,0
Delhi,16.4,0.0,8.6,0
Delhi,16.5,0.0,13.8,0
Delhi,17.6,0.0,13.6,0
Delhi,18.1,0.0,14.1,0
Delhi,18.7,0.0,12.0,0
Delhi,18.7,0.0,9.8,0
Delhi,19.1,0.0,13.5,0
Delhi,19.9,0.0,14.8,0
Delhi,19.6,0.0,9.9,0
Delhi,18.9,0.0,10.5,0
Delhi,19.1,0.0,8.9,0
Delhi,19.4,0.0,9.7,0
Delhi,21.3,0.0,10.0,0
Delhi,21.9,0.0,9.0,0
Delhi,22.9,0.0,9.6,0
Delhi,22.0,0.2,11.3,0
Delhi,19.2,0.0,18.5,0
Delhi,18.8,0.0,26.8,0
Delhi,20.8,0.0,23.0,0
Delhi,22.5,0.0,20.8,0
Delhi,22.5,0.0,20.6,0
Delhi,23.2,0.0,16.0,0
Delhi,24.1,0.0,9.9,0
Delhi,26.0,0.0,10.8,0
Delhi,25.5,0.0,15.1,0
Delhi,20.6,0.0,17.3,0
Delhi,20.6,0.0,20.3,0
Delhi,21.1,0.0,14.2,0
Delhi,21.0,0.0,12.4,0
Delhi,22.1,0.0,10.6,0
Delhi,23.8,0.0,15.0,0
Delhi,24.2,0.0,16.9,0
Delhi,24.5,0.0,24.3,0
Delhi,24.7,0.0,23.7,0
Delhi,24.8,0.0,16.1,0
Delhi,24.1,0.0,14.3,0
Delhi,25.2,0.0,12.2,0
Delhi,25.9,0.0,9.8,0
Delhi,24.9,0.0,24.8,0
Delhi,21.5,1.8,16.2,0
Delhi,25.1,0.0,8.5,0
Delhi,25.3,0.0,8.1,0
Delhi,26.3,0.0,15.8,0
Delhi,27.0,0.0,18.8,0
Delhi,27.3,0.8,12.9,0
Delhi,25.6,0.0,12.5,0
Delhi,26.6,0.0,14.7,0
Delhi,29.1,0.0,9.6,0
Delhi,28.0,0.4,12.5,0
Delhi,24.5,9.4,13.9,0
Delhi,24.8,0.0,13.5,0
Delhi,25.3,0.0,9.2,0
Delhi,26.0,0.0,11.2,0
Delhi,26.0,0.0,17.3,0
Delhi,26.0,0.0,16.4,0
Delhi,25.6,0.0,11.2,0
Delhi,26.0,0.0,13.1,0
Delhi,26.8,0.0,16.1,0
Delhi,27.7,0.0,11.5,0
Delhi,29.7,0.0,10.4,0
Delhi,29.5,0.0,10.8,0
Delhi,28.9,0.0,10.8,0
Delhi,29.8,0.0,11.5,0
Delhi,30.4,0.0,10.5,0
Delhi,31.3,0.0,11.2,0
Delhi,31.8,0.7,16.5,0
Delhi,28.6,0.0,25.2,0
Delhi,29.6,0.0,9.4,0
Delhi,29.5,0.0,17.1,0
Delhi,30.3,0.0,18.4,0
Delhi,31.7,0.0,10.6,0
Delhi,33.1,0.0,12.2,0
Delhi,32.7,1.0,22.1,0
Delhi,28.4,0.0,16.0,0
Delhi,29.9,0.0,15.9,0
Delhi,31.2,0.0,16.8,0
Delhi,30.7,0.0,16.4,0
Delhi,32.6,0.0,15.3,0
Delhi,33.0,0.0,17.9,0
Delhi,34.4,0.0,14.8,0
Delhi,33.5,6.5,16.1,0
Delhi,31.8,0.0,22.2,0
Delhi,25.5,8.3,24.6,0
Delhi,27.8,0.0,10.2,0
Delhi,28.5,0.0,11.7,0
Delhi,30.8,0.0,9.2,0
Delhi,33.4,0.0,15.2,0
Delhi,34.2,0.5,11.5,0
Delhi,34.7,0.2,13.8,0
Delhi,35.2,0.0,11.0,0
Delhi,36.7,0.0,18.4,0
Delhi,37.5,0.0,17.4,0
Delhi,39.1,0.0,11.6,0
Delhi,38.2,0.0,11.2,0
Delhi,38.4,0.0,12.6,0
Delhi,35.7,2.0,16.2,0
Delhi,33.3,1.9,10.3,0
Delhi,33.0,1.4,17.7,0
Delhi,32.5,2.3,19.0,0
Delhi,32.7,0.0,12.6,0
Delhi,30.7,4.4,10.9,0
Delhi,29.9,0.5,12.4,0
Delhi,30.7,1.9,12.7,0
Delhi,29.8,0.0,21.7,0
Delhi,32.6,0.0,23.0,0
Delhi,35.7,0.0,21.2,0
Delhi,38.2,0.0,16.9,0
Delhi,40.0,0.0,13.3,0
Delhi,40.1,0.0,13.1,0
Delhi,41.1,0.0,19.4,0
Delhi,42.2,0.0,13.5,0
Delhi,42.3,0.0,23.1,0
Delhi,42.3,0.9,17.9,0
Delhi,42.0,0.2,15.8,0
Delhi,40.7,2.9,17.0,0
Delhi,39.7,0.9,11.8,0
Delhi,39.4,2.7,16.0,0
Delhi,39.1,0.0,12.6,0
Delhi,40.1,0.0,13.4,0
Delhi,41.3,0.3,23.9,0
Delhi,39.7,0.0,21.6,0
Delhi,41.6,0.0,15.5,0
Delhi,42.9,0.2,24.6,0
Delhi,44.4,0.0,30.6,0
Delhi,44.7,0.0,15.3,0
Delhi,40.9,0.0,22.7,0
Delhi,41.6,1.1,17.3,0
Delhi,42.5,0.0,17.3,0
Delhi,40.6,0.7,29.7,0
Delhi,34.2,4.1,21.1,0
Delhi,34.7,2.0,12.8,0
Delhi,30.5,24.1,14.9,0
Delhi,33.9,0.4,9.7,0
Delhi,32.3,8.7,15.3,0
Delhi,34.9,2.9,12.3,0
Delhi,35.7,0.7,14.1,0
Delhi,38.4,0.0,18.9,0
Delhi,40.9,0.2,19.7,0
Delhi,42.0,0.4,23.5,0
Delhi,41.8,0.2,24.0,0
Delhi,39.6,1.9,19.5,0
Delhi,38.2,3.2,19.7,0
Delhi,36.3,0.1,21.5,0
Delhi,36.7,0.5,16.6,0
Delhi,37.6,3.5,22.3,0
Delhi,38.5,0.5,17.3,0
Delhi,39.3,0.0,12.5,0
Delhi,39.4,2.2,19.1,0
Delhi,33.6,2.3,19.4,0
Delhi,32.8,6.7,15.4,0
Delhi,35.5,0.8,10.1,0
Delhi,35.3,0.8,13.0,0
Delhi,35.7,0.8,7.2,0
Delhi,37.5,0.0,10.9,0
Delhi,36.9,3.6,16.6,0
Delhi,37.2,0.3,17.5,0
Delhi,37.4,0.2,19.0,0
Delhi,38.0,3.4,14.5,0
Delhi,34.1,6.3,12.2,0
Delhi,35.4,0.0,15.9,0
Delhi,33.8,4.1,12.7,0
Delhi,34.3,0.7,11.8,0
Delhi,35.1,2.0,12.1,0
Delhi,37.1,1.3,14.5,0
Delhi,36.5,1.1,21.7,0
Delhi,36.1,2.4,13.1,0
Delhi,36.9,4.5,14.1,0
Delhi,34.0,6.5,15.2,0
Delhi,32.6,16.7,12.6,0
Delhi,31.9,4.5,10.8,0
Delhi,30.3,99.3,12.3,1
Delhi,32.8,0.7,11.8,0
Delhi,33.8,0.8,8.0,0
Delhi,34.7,0.6,13.8,0
Delhi,30.0,29.2,11.9,0
Delhi,32.1,11.4,13.0,0
Delhi,32.8,13.0,8.8,0
Delhi,31.6,2.0,18.1,0
Delhi,33.0,0.0,17.7,0
Delhi,33.8,0.2,8.9,0
Delhi,34.9,0.2,10.7,0
Delhi,34.3,9.3,14.7,0
Delhi,33.1,0.7,8.9,0
Delhi,34.3,0.1,11.3,0
Delhi,34.8,1.1,16.2,0
Delhi,32.6,9.5,23.6,0
Delhi,32.6,2.7,17.4,0
Delhi,30.9,3.7,14.2,0
Delhi,28.7,15.2,24.3,0
Delhi,31.7,7.8,17.3,0
Delhi,31.5,2.8,10.5,0
Delhi,31.4,2.1,8.1,0
Delhi,32.7,0.5,11.2,0
Delhi,33.1,0.5,9.4,0
Delhi,30.8,5.4,13.0,0
Delhi,29.2,18.1,9.0,0
Delhi,31.2,8.2,7.8,0
Delhi,32.7,1.7,13.9,0
Delhi,32.7,7.2,11.3,0
Delhi,33.0,2.1,8.4,0
Delhi,31.5,11.8,7.4,0
Delhi,31.8,5.3,12.3,0
Delhi,31.9,14.5,14.6,0
Delhi,32.0,1.9,21.1,0
Delhi,31.9,1.3,18.1,0
Delhi,32.7,0.1,12.6,0
Delhi,33.6,0.0,19.2,0
Delhi,33.9,0.0,20.3,0
Delhi,33.2,0.1,10.8,0
Delhi,31.5,6.5,15.2,0
Delhi,33.1,3.0,11.5,0
Delhi,31.2,9.4,12.5,0
Delhi,32.3,6.1,15.0,0
Delhi,31.0,3.7,12.6,0
Delhi,31.9,7.0,8.4,0
Delhi,31.8,5.2,14.7,0
Delhi,33.0,0.7,10.3,0
Delhi,33.6,0.0,9.2,0
Delhi,32.3,13.4,12.7,0
Delhi,31.1,24.7,13.0,0
Delhi,32.8,0.0,5.9,0
Delhi,31.5,0.2,7.8,0
Delhi,31.5,1.8,15.2,0
Delhi,32.2,8.0,16.6,0
Delhi,32.9,1.5,14.7,0
Delhi,32.7,0.0,11.6,0
Delhi,32.6,0.1,12.3,0
Delhi,32.8,0.1,18.1,0
Delhi,32.9,0.6,11.2,0
Delhi,32.8,1.0,12.5,0
Delhi,34.0,0.1,16.6,0
Delhi,33.8,0.0,20.7,0
Delhi,34.0,0.0,20.2,0
Delhi,34.6,0.0,20.5,0
Delhi,34.3,0.0,17.0,0
Delhi,33.5,0.0,11.6,0
Delhi,33.1,0.0,10.8,0
Delhi,34.1,1.5,7.1,0
Delhi,34.4,0.7,10.7,0
Delhi,34.4,0.1,8.9,0
Delhi,34.6,1.0,13.2,0
Delhi,35.1,0.0,17.1,0
Delhi,34.4,0.2,15.8,0
Delhi,34.3,0.4,11.2,0
Delhi,34.3,0.0,14.1,0
Delhi,35.7,0.2,18.4,0
Delhi,35.5,0.0,23.1,0
Delhi,35.6,0.1,17.3,0
Delhi,35.8,0.2,14.4,0
Delhi,35.6,0.0,14.7,0
Delhi,34.5,0.8,10.7,0
Delhi,34.3,0.0,19.1,0
Delhi,34.3,0.0,18.1,0
Delhi,35.1,0.0,18.1,0
Delhi,35.6,0.0,16.9,0
Delhi,37.3,0.0,18.4,0
Delhi,36.6,0.0,13.3,0
Delhi,36.7,0.0,14.6,0
Delhi,36.3,0.0,16.2,0
Delhi,35.7,0.0,12.5,0
Delhi,35.8,0.0,10.6,0
Delhi,35.5,0.0,11.8,0
Delhi,36.2,0.0,16.0,0
Delhi,36.0,0.0,18.9,0
Delhi,36.3,0.0,11.4,0
Delhi,35.5,0.0,11.4,0
Delhi,32.3,7.7,15.8,0
Delhi,32.7,7.3,18.6,0
Delhi,30.4,0.4,18.9,0
Delhi,30.5,0.1,14.8,0
Delhi,31.1,1.3,12.0,0
Delhi,33.3,0.0,11.9,0
Delhi,34.0,0.0,10.1,0
Delhi,34.0,0.0,9.5,0
Delhi,33.8,0.0,9.2,0
Delhi,34.4,0.0,11.7,0
Delhi,35.1,0.0,10.7,0
Delhi,36.4,0.0,13.3,0
Delhi,33.5,3.4,9.9,0
Delhi,33.4,0.0,7.3,0
Delhi,33.3,0.0,12.3,0
Delhi,31.7,0.0,10.4,0
Delhi,31.7,0.0,10.9,0
Delhi,31.8,0.0,12.1,0
Delhi,32.5,0.0,13.3,0
Delhi,33.9,0.0,10.5,0
Delhi,33.4,0.0,9.7,0
Delhi,32.5,0.0,10.2,0
Delhi,32.3,0.0,8.7,0
Delhi,32.5,0.0,11.3,0
Delhi,32.2,0.0,11.8,0
Delhi,33.2,0.0,9.9,0
Delhi,32.3,0.0,8.6,0
Delhi,31.8,0.0,8.0,0
Delhi,31.4,0.0,7.9,0
Delhi,31.4,0.0,9.0,0
Delhi,31.9,0.0,9.2,0
Delhi,33.3,0.0,9.8,0
Delhi,33.1,0.0,12.5,0
Delhi,34.9,0.0,11.9,0
Delhi,34.2,0.0,10.6,0
Delhi,31.7,0.0,11.7,0
Delhi,29.7,0.0,8.7,0
Delhi,27.4,6.4,22.8,0
Delhi,27.2,0.0,10.5,0
Delhi,26.6,0.0,12.6,0
Delhi,26.7,0.0,10.4,0
Delhi,26.6,0.0,9.4,0
Delhi,26.8,0.0,9.4,0
Delhi,27.8,0.0,13.3,0
Delhi,27.8,0.0,11.2,0
Delhi,27.6,0.0,10.1,0
Delhi,27.3,0.0,7.4,0
Delhi,26.9,0.0,6.9,0
Delhi,27.1,0.0,9.4,0
Delhi,27.2,0.0,12.8,0
Delhi,26.7,0.0,8.3,0
Delhi,26.3,0.0,8.3,0
Delhi,26.1,0.0,10.9,0
Delhi,26.2,0.0,10.6,0
Delhi,26.5,0.0,14.3,0
Delhi,25.8,0.0,9.5,0
Delhi,25.3,0.0,10.0,0
Delhi,24.8,0.0,9.4,0
Delhi,24.2,0.0,10.0,0
Delhi,23.9,0.0,10.7,0
Delhi,24.1,0.0,12.0,0
Delhi,25.0,0.0,19.5,0
Delhi,25.5,0.0,18.8,0
Delhi,25.2,0.0,18.6,0
Delhi,25.7,0.0,11.8,0
Delhi,26.1,0.0,12.0,0
Delhi,25.8,0.0,14.3,0
Delhi,25.3,0.0,14.1,0
Delhi,25.5,0.0,11.9,0
Delhi,25.5,0.0,15.3,0
Delhi,24.8,0.0,11.8,0
Delhi,24.9,0.0,14.3,0
Delhi,23.5,0.0,18.1,0
Delhi,24.1,0.0,9.4,0
Delhi,23.5,0.0,15.0,0
Delhi,22.5,0.0,8.1,0
Delhi,21.9,0.0,8.4,0
Delhi,22.3,0.0,8.9,0
Delhi,22.6,0.0,10.0,0
Delhi,22.4,0.0,9.9,0
Delhi,22.2,0.0,10.5,0
Delhi,21.1,0.0,14.3,0
Delhi,20.8,0.0,13.5,0
Delhi,20.4,0.0,9.5,0
Delhi,21.1,0.0,10.0,0
Delhi,21.0,0.0,10.3,0
Delhi,20.7,0.0,9.0,0
Delhi,21.1,0.0,9.8,0
Delhi,20.7,0.0,9.8,0
Delhi,19.9,0.0,10.0,0
Delhi,15.7,0.0,10.7,0
Delhi,17.2,0.0,11.6,0
Delhi,19.5,0.0,14.4,0
Delhi,18.9,0.0,9.5,0
Delhi,18.7,0.0,8.7,0
